担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル
忠地,ano,ハッピーラッキーチャッピー,https://open.spotify.com/intl-ja/track/5Gb4sEeI5iitQlGaVbEcxX?si=30d3212a961c4fb5,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,鬱ソング
忠地,ano,スマイルあげない,https://open.spotify.com/intl-ja/track/5PmOhvoMdydPWiv5A6wNaF?si=a059d5b1715c4a5b,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,ano,ロりロっきゅんロぼ♡,https://open.spotify.com/intl-ja/track/358WofWUQ0IyvYjW0Zj8VQ?si=7d7ac6d36b6b4f7a,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,ano,YOU&愛Heaven,https://open.spotify.com/intl-ja/track/61y30C7o99Zi0uGCyB5vqy?si=2034f1ed8d534ad8,Tired/Sad,Relax/Chill,Relax/Chill,Tired/Sad,恋愛ソング
忠地,LiSA,紅蓮華,https://open.spotify.com/intl-ja/track/0qMip0B2D4ePEjBJvAtYre?si=0d024c977b8c45d6,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
忠地,LiSA,炎,https://open.spotify.com/intl-ja/track/3YXGSpMR27cthwFJfwd5DY?si=f893ac7f3b7d4cd8,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング
忠地,LiSA,crossing field,https://open.spotify.com/intl-ja/track/4BvuZVf9KyBN3QiPfeI9hw?si=668a94e3fa234fe3,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング
忠地,LiSA,Catc the Moment,https://open.spotify.com/intl-ja/track/6vRkYTrWDzzVrZTqBJFR0u?si=a92215795e254d15,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,LiSA,だってアタシのヒーロー。,https://open.spotify.com/intl-ja/track/45UI1yzA7vjkWHoAUZ8nGp?si=ec639860024d4b55,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,LiSA,Rising　Hope,https://open.spotify.com/intl-ja/track/7LqQO6uWQHDEue1ejeUVhF?si=54427971e8ef4f7e,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
忠地,林ゆうき,Hero too,https://open.spotify.com/intl-ja/track/4TBAgoDz942GFHBVWcapWQ?si=13f93f595e2a4814,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
黒田,スピッツ,春の歌,https://open.spotify.com/intl-ja/track/56ISW3rNZJHEkUfVbZ61bq?si=76c26ad9dc8f4169,Happy/Excited,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング
黒田,ディズニーソング,ミッキーマウスマーチ,https://open.spotify.com/intl-ja/track/0uuiqRhAFCQXonRVpPt0SJ?si=d252a1c2c33c425d,Happy/Excited,Happy/Excited,Tired/Sad,Relax/Chill,パーティーソング
大林,FUNKY MONKEY BABYS,あとひとつ,https://open.spotify.com/intl-ja/track/7FkHGoKfvpNGow83hzFiix?si=996c91eea53b456c,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,FUNKY MONKEY BABYS,それでも信じてる,https://open.spotify.com/intl-ja/track/3lFHw509QAF11ZpKi9s3Ul?si=3ed64dd6d738496b,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,FUNKY MONKEY BABYS,ちっぽけな勇気,https://open.spotify.com/intl-ja/track/4lPJfyYw9hQuWu9kV26qhG?si=b3931a0f4e804241,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,FUNKY MONKEY BABYS,ヒーロー,https://open.spotify.com/intl-ja/track/5iSNxrAoctBnFfyz8J9bDO?si=084f6cc4596a45e4,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,家族ソング
大林,FUNKY MONKEY BABYS,恋の片道切符,https://open.spotify.com/intl-ja/track/3lIWtrgGN02TiAZJ2oYAcv?si=e9542ff792824047,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Tired/Sad,失恋ソング
大林,FUNKY MONKEY BABYS,ALWAYS,https://open.spotify.com/intl-ja/track/0c23oLIepmBiwaZ5SkrfMl?si=f6022d92c10f42fe,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,FUNKY MONKEY BABYS,明日へ,https://open.spotify.com/intl-ja/track/2ejluq5ux0XhoGbIqKxqVJ?si=5bc178c65f154067,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,FUNKY MONKEY BABYS,ありがとう,https://open.spotify.com/intl-ja/track/23xQDJNhu2KFaz2oscslaE?si=35d7b4b0fe8b4c99,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
大林,FUNKY MONKEY BABYS,悲しみなんて笑い飛ばせ,https://open.spotify.com/intl-ja/track/5CxOsk41IBsEAcHq398ei9?si=ebc90407b7944847,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,FUNKY MONKEY BABYS,告白,https://open.spotify.com/intl-ja/track/2BM4k1nxxuR1hmxoOB4d9x?si=6a87fb6a71f04893,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
忠地,葉加瀬太郎,エトピリカ,https://open.spotify.com/intl-ja/track/5n8Fc2k6TzHmcPHgYRgnE6?si=3a9bb623c68e4891,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
忠地,松本梨香,めざせポケモンマスター,https://open.spotify.com/intl-ja/track/5rguyGUoFOAXp8aSEeZBX3?si=f60dbdce6b3a4dc7,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
